2025-02-01 23:59:21.058 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-01 23:59:21.084 | INFO     | __main__:<module>:50 - Project root: C:\Users\brand\Documents\masters_program\streaming_data\unit_4\buzzline-04-shellenberger
2025-02-01 23:59:21.086 | INFO     | __main__:<module>:54 - Data folder: C:\Users\brand\Documents\masters_program\streaming_data\unit_4\buzzline-04-shellenberger\data
2025-02-01 23:59:21.087 | INFO     | __main__:<module>:58 - Data file: C:\Users\brand\Documents\masters_program\streaming_data\unit_4\buzzline-04-shellenberger\data\buzz_live.json
2025-02-01 23:59:21.095 | INFO     | __main__:main:125 - START producer...
2025-02-01 23:59:21.096 | INFO     | __main__:main:126 - Hit CTRL c (or CMD c) to close.
2025-02-01 23:59:21.096 | INFO     | __main__:get_message_interval:40 - Message interval: 3 seconds
2025-02-01 23:59:21.097 | INFO     | __main__:main:134 - {'message': 'I just found a story! It was boring.', 'author': 'Bob'}
2025-02-01 23:59:24.100 | INFO     | __main__:main:134 - {'message': 'I just shared a trick! It was exciting.', 'author': 'Charlie'}
2025-02-01 23:59:27.104 | INFO     | __main__:main:134 - {'message': 'I just loved a story! It was exciting.', 'author': 'Eve'}
2025-02-01 23:59:30.106 | INFO     | __main__:main:134 - {'message': 'I just shared a story! It was boring.', 'author': 'Alice'}
2025-02-01 23:59:33.111 | INFO     | __main__:main:134 - {'message': 'I just shared a trick! It was weird.', 'author': 'Alice'}
2025-02-01 23:59:36.115 | INFO     | __main__:main:134 - {'message': 'I just shared a movie! It was weird.', 'author': 'Charlie'}
2025-02-01 23:59:39.121 | INFO     | __main__:main:134 - {'message': 'I just saw an app! It was exciting.', 'author': 'Charlie'}
2025-02-01 23:59:42.124 | INFO     | __main__:main:134 - {'message': 'I just saw a meme! It was exciting.', 'author': 'Bob'}
2025-02-01 23:59:45.126 | INFO     | __main__:main:134 - {'message': 'I just saw a trick! It was exciting.', 'author': 'Bob'}
2025-02-01 23:59:48.139 | INFO     | __main__:main:134 - {'message': 'I just found an app! It was amazing.', 'author': 'Eve'}
2025-02-01 23:59:51.145 | INFO     | __main__:main:134 - {'message': 'I just loved a story! It was funny.', 'author': 'Eve'}
